id,Source,target(zh-CN),target(en-US),target(zh-HK)
ccfe-000010549,关机时最新的快照,关机时最新的快照,Latest Shutdown Snapshot,
ccfe-000010550,请选择镜像,请选择镜像,Please Select Image,
ccfe-000010551,关机还原配置成功,关机还原配置成功,Shutdown recovery succeeded,
ccfe-000010552,可选择小于等于云电脑数量的用户数进行批量分配（要求用户数:电脑数为1:1或者1:n），单个用户最多一次分配10台云电脑,可选择小于等于云电脑数量的用户数进行批量分配（要求用户数:电脑数为1:1或者1:n），单个用户最多一次分配10台云电脑,Users selectable up to cloud PC quantity for batch assignment (requiring 1:1 or 1:n user:PC ratio). Maximum 10 PCs per user.,
ccfe-000010553,批量分配失败，请重新操作,批量分配失败，请重新操作,"Batch assignment failed, please retry",
ccfe-000010554,分配成功xxx台，失败xxx台，请重新操作,分配成功xxx台，失败xxx台，请重新操作,Assigned: xxx | Failed: xxx. Please retry,
ccfe-000010555,更改自动快照策略,更改自动快照策略,Modify Auto-Snapshot Policy,
ccfe-000010556,电脑协议,电脑协议,PC Protocol,
ccfe-000010557,已绑定自动快照策略/ID,已绑定自动快照策略/ID,Bound auto-snapshot Policy/ID,
ccfe-000010558,电脑策略设置,电脑策略设置,Policy Settings,
ccfe-000010559,解除当前策略绑定,解除当前策略绑定,Unbind Current Policy,
ccfe-000010560,一台电脑最多只能关联一条策略，更改策略将优先解绑当前策略、再绑定新策略,一台电脑最多只能关联一条策略，更改策略将优先解绑当前策略、再绑定新策略,One computer can only be associated with one policy at most. Changing a policy will first unbind the current policy before binding the new one.,
ccfe-000010561,策略名称/ID,策略名称/ID,Policy Name/ID,
ccfe-000010562,请先设置电脑策略,请先设置电脑策略,Please configure the computer policy first,
ccfe-000010563,请选择策略,请选择策略,Please select a policy,
ccfe-000010564,提交成功，策略更改进展详见自动快照策略-已关联电脑,提交成功，策略更改进展详见自动快照策略-已关联电脑,Submission successful. Track policy change progress under 'Auto Snapshot Policy - Associated Computers',
ccfe-000010565,公共镜像,公共镜像,Public Image,
ccfe-000010566,更改电脑策略,更改电脑策略,Change Computer Policy,
ccfe-000010567,已绑定电脑策略名称/ID,已绑定电脑策略名称/ID,Bound Computer Policy Name/ID,
ccfe-000010568,绑定新策略,绑定新策略,Bind New Policy,
ccfe-000010569,该电脑已绑定策略，请先解除当前策略绑定后再操作绑定新策略,该电脑已绑定策略，请先解除当前策略绑定后再操作绑定新策略,This computer already has a bound policy. Please unbind the current policy before binding a new one.,
ccfe-000010570,提交成功，策略更改进展详见电脑策略-已关联电脑,提交成功，策略更改进展详见电脑策略-已关联电脑,Submission successful. Track policy change progress under 'Computer Policy - Associated Computers',
ccfe-000010571,提交成功，策略解除进展详见电脑策略-已关联电脑,提交成功，策略解除进展详见电脑策略-已关联电脑,Submission successful. Track policy unbinding progress under 'Computer Policy - Associated Computers',
ccfe-000010572,更改定时任务,更改定时任务,Change Scheduled Task,
ccfe-000010573,已绑定定时任务名称/ID,已绑定定时任务名称/ID,Bound Scheduled Task Name/ID,
ccfe-000010574,设置定时任务,设置定时任务,Set Scheduled Task,
ccfe-000010575,解除当前定时任务绑定,解除当前定时任务绑定,Unbind Current Scheduled Task,
ccfe-000010576,一台电脑最多只能关联一条定时任务，更改定时任务将优先解绑当前定时任务、再绑定新定时任务,一台电脑最多只能关联一条定时任务，更改定时任务将优先解绑当前定时任务、再绑定新定时任务,One computer can only be associated with one scheduled task at most. Changing a task will first unbind the current task before binding the new one.,
ccfe-000010577,定时任务名称/ID,定时任务名称/ID,Scheduled Task Name/ID,
ccfe-000010578,请输入定时任务名称,请输入定时任务名称,Please enter the scheduled task name,
ccfe-000010579,定时任务名称,定时任务名称,Scheduled Task Name,
ccfe-000010580,定时任务ID,定时任务ID,Scheduled Task ID,
ccfe-000010581,请先设置定时任务,请先设置定时任务,Please configure the scheduled task first,
ccfe-000010582,请选择定时任务,请选择定时任务,Please select a scheduled task,
ccfe-000010583,提交成功，策略更改进展详见定时任务-已关联电脑,提交成功，策略更改进展详见定时任务-已关联电脑,Submission successful. Track change progress under 'Scheduled Tasks - Associated Computers',
ccfe-000010584,提交成功，定时任务解除进展详见定时任务-已关联电脑,提交成功，定时任务解除进展详见定时任务-已关联电脑,Submission successful. Track task unbinding progress under 'Scheduled Tasks - Associated Computers',
ccfe-000010585,"（3）切换虚拟私有云后,原虚拟私有云关联的专线不会自动迁移,如需调整专线请联系您的专属客户经理,或拨打移动云客服电话:4001-10086-8 转4 或 10086转8。","（3）切换虚拟私有云后,原虚拟私有云关联的专线不会自动迁移,如需调整专线请联系您的专属客户经理,或拨打移动云客服电话:4001-10086-8 转4 或 10086转8。","(3) After switching VPCs, dedicated lines associated with the original VPC will not migrate automatically. For adjustments, contact your account manager or call Cloud Service Hotline: 4001-10086-8 ext.4 / 10086 ext.8.",
ccfe-000010586,忽略这些电脑并继续,忽略这些电脑并继续,Ignore these computers and continue,
ccfe-000010587,共有xxx台电脑不满足该操作,共有xxx台电脑不满足该操作,Total xxx computers do not meet requirements for this operation,
ccfe-000010588,电脑名称/ID,电脑名称/ID,Computer Name/ID,
ccfe-000010589,说明,说明,Description,
ccfe-000010590,创建快照操作异常提示,创建快照操作异常提示,Snapshot creation operation exception alert,
ccfe-000010591,还原快照操作异常提示,还原快照操作异常提示,Snapshot restoration operation exception alert,
ccfe-000010592,关机还原配置操作异常提示,关机还原配置操作异常提示,Shutdown restoration configuration operation exception alert,
ccfe-000010593,更改自动快照策略操作异常提示,更改自动快照策略操作异常提示,Auto snapshot policy modification exception alert,
ccfe-000010594,请选择电脑,请选择电脑,Select computer(s),
ccfe-000010595,管理状态,管理状态,Management Status,
ccfe-000010596,管理内网IP地址,管理内网IP地址,Managed Internal IP Address,
ccfe-000010597,电脑策略名称/ID,电脑策略名称/ID,Computer Policy Name/ID,
ccfe-000010598,自动快照策略名称/ID,自动快照策略名称/ID,Auto Snapshot Policy Name/ID,
ccfe-000010599,用户信息,用户信息,User Information,
ccfe-000010600,网络信息,网络信息,Network Information,
ccfe-000010601,子网ID,子网ID,Subnet ID,
ccfe-000010602,安全组名称,安全组名称,Security Group Name,
ccfe-000010603,QoS规则名称,QoS规则名称,QoS Rule Name,
ccfe-000010604,关联AD账号,关联AD账号,Link AD Account,
ccfe-000010605,AD域信息列表,AD域信息列表,AD Domain Information List,
ccfe-000010606,域名,域名,Domain Name,
ccfe-000010607,服务器地址,服务器地址,Server Address,
ccfe-000010608,请输入关联AD账号,请输入关联AD账号,Enter AD account to link,
ccfe-000010609,解绑AD账号已发起,解绑AD账号已发起,AD account unbinding initiated,
ccfe-000010610,关联AD账号已发起,关联AD账号已发起,AD account linking initiated,
ccfe-000010611,起始编号,起始编号,Starting Number,
ccfe-000010612,请输入起始编号,请输入起始编号,Enter starting number,
ccfe-000010613,批量修改计算机名称,批量修改计算机名称,Batch Rename Computers,
ccfe-000010614,批量修改计算机名称成功,批量修改计算机名称成功,Computers renamed successfully,
ccfe-000010615,修改计算机名称成功,修改计算机名称成功,Computer renamed successfully,
ccfe-000010616,批量修改电脑名称,批量修改电脑名称,Batch Rename Computers,
ccfe-000010617,批量修改电脑名称成功,批量修改电脑名称成功,Computers renamed successfully,
ccfe-000010618,请选择开始日期和结束日期,请选择开始日期和结束日期,Select start and end dates,
ccfe-000010619,客户端cpu使用率（%）,客户端cpu使用率（%）,Client CPU Usage (%),
ccfe-000010620,客户端内存使用率（%）,客户端内存使用率（%）,Client Memory Usage (%),
ccfe-000010621,网卡数据流量（MB）,网卡数据流量（MB）,Network Traffic (MB),
ccfe-000010622,时延（ms）,时延（ms）,Latency (ms),
ccfe-000010623,抖动（ms）,抖动（ms）,Jitter (ms),
ccfe-000010624,电脑配置,电脑配置,Computer Configuration,
ccfe-000010625,查看电脑详情,查看电脑详情,View Computer Details,
ccfe-000010626,查看定时任务执行记录,查看定时任务执行记录,View Scheduled Task Logs,
ccfe-000010627,镜像与快照,镜像与快照,Images & Snapshots,
ccfe-000010628,运维与监控,运维与监控,Ops & Monitoring,
ccfe-000010629,重装,重装,Reinstall,
ccfe-000010630,查看分配记录,查看分配记录,View Allocation Records,
ccfe-000010631,查看录屏文件,查看录屏文件,View Screen Recordings,
ccfe-000010632,卡顿检测,卡顿检测,Lag Detection,
ccfe-000010633,当前无可选择快照，请先创建，也可选择关机时最新的快照,当前无可选择快照，请先创建，也可选择关机时最新的快照,No snapshots available. Create one or use the latest shutdown snapshot.,
ccfe-000010634,该云电脑已绑定自动快照策略【xxx】，请先将电脑从自动快照策略移除并删除快照，再进行关机还原至指定镜像设置,该云电脑已绑定自动快照策略【xxx】，请先将电脑从自动快照策略移除并删除快照，再进行关机还原至指定镜像设置,"To perform shutdown restoration to the specified image, first remove this cloud desktop from its auto-snapshot policy [xxx] and delete all existing snapshots.",
ccfe-000010635,该云电脑已绑定自动快照策略【xxx】，请先将电脑从自动快照策略移除并删除快照，再进行关机还原至初始镜像设置,该云电脑已绑定自动快照策略【xxx】，请先将电脑从自动快照策略移除并删除快照，再进行关机还原至初始镜像设置,"To restore this cloud desktop to its original image, first disassociate it from auto-snapshot policy [xxx] and delete all existing snapshots.",
